Image,Label 1 Description,Label 1 Score,Label 1 Topicality,Label 2 Description,Label 2 Score,Label 2 Topicality,Label 3 Description,Label 3 Score,Label 3 Topicality,Label 4 Description,Label 4 Score,Label 4 Topicality,Label 5 Description,Label 5 Score,Label 5 Topicality,Label 6 Description,Label 6 Score,Label 6 Topicality,Label 7 Description,Label 7 Score,Label 7 Topicality,Label 8 Description,Label 8 Score,Label 8 Topicality,Label 9 Description,Label 9 Score,Label 9 Topicality,Label 10 Description,Label 10 Score,Label 10 Topicality
black-glossy-mug-black-11-oz-front-65d482894aad1.jpg,Camera lens,0.8714482,0.8714482,Automotive tire,0.85306287,0.85306287,Liquid,0.85096174,0.85096174,Automotive lighting,0.83210444,0.83210444,Cameras & optics,0.8025518,0.8025518,Lens,0.8011171,0.8011171,Beverage can,0.75616074,0.75616074,Gas,0.75335383,0.75335383,Automotive design,0.73475134,0.73475134,Tin can,0.7325782,0.7325782
all-over-print-large-tote-bag-w-pocket-red-front-663be3f238d36.jpg,Luggage and bags,0.91400033,0.91400033,Bag,0.890611,0.890611,Recipe,0.7735514,0.7735514,Shoulder bag,0.7620381,0.7620381,Natural material,0.7366002,0.7366002,Rectangle,0.7157922,0.7157922,Pattern,0.7097303,0.7097303,Font,0.70767224,0.70767224,Peach,0.70561624,0.70561624,Handbag,0.70283514,0.70283514
premium-luster-photo-paper-poster-_in_-16x16-transparent-658405c5d84a5.jpg,Face,0.98344564,0.98344564,Plant,0.9380879,0.9380879,Flower,0.93607396,0.93607396,Paint,0.8600778,0.8600778,Art,0.8421529,0.8421529,Painting,0.8108463,0.8108463,Rectangle,0.75328696,0.75328696,Event,0.6966465,0.6966465,Visual arts,0.679857,0.679857,Illustration,0.6349561,0.6349561
premium-luster-photo-paper-poster-_in_-16x16-transparent-658329f354268.jpg,Plant,0.87863755,0.87863755,Art,0.81523365,0.81523365,Font,0.78981835,0.78981835,Grassland,0.7802414,0.7802414,Landscape,0.75540465,0.75540465,Working animal,0.73242354,0.73242354,Grass,0.7207935,0.7207935,Mushroom,0.7109933,0.7109933,Visual arts,0.681493,0.681493,Tree,0.67851096,0.67851096
premium-luster-photo-paper-poster-_in_-14x14-transparent-65e0fc535b888.jpg,Font,0.7922293,0.7922293,Rectangle,0.7387058,0.7387058,Art,0.7381172,0.7381172,Graphics,0.63723475,0.63723475,Fictional character,0.6317055,0.6317055,Illustration,0.62779945,0.62779945,Circle,0.6092503,0.6092503,Label,0.59001493,0.59001493,Graphic design,0.5749807,0.5749807,Paper product,0.5687979,0.5687979
greeting-card-4x6-front-65b09bed9878f.jpg,Plant,0.92082375,0.92082375,Flower,0.9046983,0.9046983,Petal,0.85398555,0.85398555,Creative arts,0.8464406,0.8464406,Rectangle,0.83584666,0.83584666,Tree,0.7786085,0.7786085,Natural material,0.74881065,0.74881065,Pattern,0.72389275,0.72389275,Art,0.7161324,0.7161324,Circle,0.70266753,0.70266753
premium-luster-photo-paper-poster-_in_-14x14-transparent-65e1ed0e7117a.jpg,Flower,0.9758882,0.9758882,Plant,0.92061764,0.92061764,Petal,0.9015278,0.9015278,Flower Arranging,0.82374454,0.82374454,Creative arts,0.8104045,0.8104045,Bouquet,0.79325557,0.79325557,Rose,0.7767641,0.7767641,Artificial flower,0.7564851,0.7564851,Art,0.7270322,0.7270322,Cut flowers,0.7222199,0.7222199
greeting-card-4x6-front-65b01a046ba30.jpg,Gesture,0.8526044,0.8526044,Drinkware,0.8023556,0.8023556,Font,0.7998355,0.7998355,Art,0.77913964,0.77913964,Circle,0.742558,0.742558,Logo,0.70704037,0.70704037,Drawing,0.6813577,0.6813577,Illustration,0.67124563,0.67124563,Graphics,0.66333073,0.66333073,Fashion accessory,0.6548327,0.6548327
yoga-mat-white-front-663e97edeb2d5.jpg,Smile,0.9507802,0.9507802,Arm,0.9448933,0.9448933,Sleeve,0.87235856,0.87235856,Waist,0.8426852,0.8426852,Thigh,0.8410588,0.8410588,Knee,0.84051996,0.84051996,Elbow,0.8183724,0.8183724,Electric blue,0.74933296,0.74933296,Human leg,0.74202996,0.74202996,Recreation,0.73324686,0.73324686
3f3e951b7d1dc73fe55292720adc391bc03142a6852d3b3e807643862d6b04c7.jpg,Sleeve,0.8724505,0.8724505,T-shirt,0.81041956,0.81041956,Fashion design,0.7901617,0.7901617,Collar,0.79000753,0.79000753,Electric blue,0.75370365,0.75370365,Font,0.72541267,0.72541267,Clothes hanger,0.7166246,0.7166246,Pattern,0.7150343,0.7150343,Baby & toddler clothing,0.70290995,0.70290995,Fashion accessory,0.6733665,0.6733665
premium-luster-photo-paper-poster-_in_-10x10-transparent-658328f398bdc.jpg,Rectangle,0.78856146,0.78856146,Art,0.78697914,0.78697914,Fish,0.7862773,0.7862773,Painting,0.76375884,0.76375884,Creative arts,0.6658925,0.6658925,Illustration,0.65608,0.65608,Visual arts,0.6548061,0.6548061,Paint,0.647185,0.647185,Stock photography,0.6219865,0.6219865,Amphibian,0.618948,0.618948
white-glossy-mug-white-11-oz-front-view-65ce10d81e216.jpg,Tableware,0.9698666,0.9698666,Coffee cup,0.95391166,0.95391166,Drinkware,0.94087034,0.94087034,Dishware,0.9295011,0.9295011,Cup,0.9131414,0.9131414,Serveware,0.8664857,0.8664857,Porcelain,0.8030026,0.8030026,Mug,0.7897105,0.7897105,Cylinder,0.7563925,0.7563925,Cup,0.74877656,0.74877656
premium-luster-photo-paper-poster-_in_-12x12-transparent-6584001684166.jpg,Bicycle,0.9715939,0.9715939,Wheel,0.9700578,0.9700578,Tire,0.96814704,0.96814704,Bicycle wheel,0.93809634,0.93809634,Bicycles--Equipment and supplies,0.9097493,0.9097493,Vehicle,0.9057483,0.9057483,Bicycle frame,0.8786708,0.8786708,Bicycle tire,0.8781947,0.8781947,Motor vehicle,0.862017,0.862017,Style,0.83751094,0.83751094
premium-luster-photo-paper-poster-_in_-12x12-transparent-658466cb1446e.jpg,Flash photography,0.87299776,0.87299776,Art,0.77403194,0.77403194,Comfort,0.75877523,0.75877523,Happy,0.74269,0.74269,Event,0.7309658,0.7309658,Fun,0.6734534,0.6734534,Visual arts,0.6403194,0.6403194,Sitting,0.6397533,0.6397533,Hat,0.6021866,0.6021866,Room,0.5769813,0.5769813
premium-luster-photo-paper-poster-_in_-12x12-transparent-658466294de86.jpg,Art,0.8261466,0.8261466,Font,0.7495,0.7495,Tints and shades,0.7379389,0.7379389,Rectangle,0.7145481,0.7145481,Picture frame,0.71410817,0.71410817,Event,0.6817894,0.6817894,Visual arts,0.6631739,0.6631739,Metal,0.6283609,0.6283609,Painting,0.6212073,0.6212073,Collection,0.58799744,0.58799744
all-over-print-large-tote-bag-w-pocket-yellow-inside-pocket-663be1301675a.jpg,Textile,0.8712063,0.8712063,Rectangle,0.8628266,0.8628266,Font,0.8304466,0.8304466,Material property,0.80183536,0.80183536,Electric blue,0.7444787,0.7444787,Logo,0.6832577,0.6832577,Paper,0.6801273,0.6801273,Fashion accessory,0.66791576,0.66791576,Poster,0.656753,0.656753,Brand,0.6539727,0.6539727
all-over-print-large-tote-bag-w-pocket-black-back-663bd707a600e.jpg,Sleeve,0.8722159,0.8722159,Gesture,0.85260487,0.85260487,Art,0.8410747,0.8410747,Rectangle,0.8208675,0.8208675,Font,0.7738861,0.7738861,Tree,0.71481216,0.71481216,Wood,0.68186265,0.68186265,Illustration,0.6393514,0.6393514,Sitting,0.61517024,0.61517024,Rock,0.6142466,0.6142466
premium-luster-photo-paper-poster-_in_-16x16-transparent-65807680d1156.jpg,Plant,0.9171271,0.9171271,People in nature,0.86912346,0.86912346,Happy,0.8437299,0.8437299,Art,0.82704306,0.82704306,Toy,0.8254217,0.8254217,Fawn,0.8150917,0.8150917,Flower,0.7907496,0.7907496,Grass,0.78451127,0.78451127,Skull,0.7337722,0.7337722,Grassland,0.7103613,0.7103613
premium-luster-photo-paper-poster-_in_-16x16-transparent-6584543dee1c1.jpg,Bird,0.9708806,0.9708806,Beak,0.88943976,0.88943976,Branch,0.87516326,0.87516326,Feather,0.8526321,0.8526321,Art,0.83011234,0.83011234,Twig,0.81346315,0.81346315,Painting,0.7830363,0.7830363,Font,0.77615345,0.77615345,Songbird,0.74411106,0.74411106,Rectangle,0.74267536,0.74267536
premium-luster-photo-paper-poster-_in_-10x10-transparent-657b6dac6dcb3.jpg,Flower,0.95528483,0.95528483,Plant,0.91873807,0.91873807,Leaf,0.89883196,0.89883196,Petal,0.86668503,0.86668503,Organism,0.85956943,0.85956943,Vegetation,0.8583269,0.8583269,Biome,0.8326091,0.8326091,Terrestrial plant,0.83174795,0.83174795,Grass,0.8069202,0.8069202,Morning,0.7943142,0.7943142
all-over-print-large-tote-bag-w-pocket-black-inside-pocket-663be3f238b62.jpg,Sleeve,0.8713548,0.8713548,Gesture,0.85260487,0.85260487,Rectangle,0.8381339,0.8381339,Font,0.8195428,0.8195428,Material property,0.8014999,0.8014999,Bag,0.7673834,0.7673834,Electric blue,0.7437278,0.7437278,Tie,0.7187247,0.7187247,Logo,0.70046985,0.70046985,Fashion accessory,0.6765417,0.6765417
premium-luster-photo-paper-poster-_in_-10x10-transparent-657b20a1b8e3e.jpg,Sky,0.94270706,0.94270706,Nature,0.9004165,0.9004165,Working animal,0.8862085,0.8862085,Bull,0.86053693,0.86053693,Atmospheric phenomenon,0.8500824,0.8500824,Cloud,0.84268695,0.84268695,Rectangle,0.8250491,0.8250491,Dairy cow,0.8032025,0.8032025,Morning,0.794466,0.794466,Art,0.7898218,0.7898218
premium-luster-photo-paper-poster-_in_-12x12-transparent-6579f42691085.jpg,Umbrella,0.95434976,0.95434976,Flash photography,0.8753474,0.8753474,Sleeve,0.87149024,0.87149024,Hat,0.8261951,0.8261951,Black-and-white,0.8216575,0.8216575,Headgear,0.8126913,0.8126913,Art,0.7783821,0.7783821,Tints and shades,0.77308166,0.77308166,Font,0.75023144,0.75023144,Monochrome photography,0.7239723,0.7239723
all-over-print-large-tote-bag-w-pocket-red-front-663be13016473.jpg,Luggage and bags,0.893961,0.893961,Bag,0.87983346,0.87983346,Aqua,0.8050602,0.8050602,Rectangle,0.775551,0.775551,Shoulder bag,0.7711461,0.7711461,Jewellery,0.7583736,0.7583736,Electric blue,0.73885256,0.73885256,Font,0.7209564,0.7209564,Eyewear,0.6958976,0.6958976,Metal,0.69025826,0.69025826
premium-luster-photo-paper-framed-poster-_in_-black-24x36-front-65cfdb2b2b855.jpg,Vision care,0.9507342,0.9507342,Jaw,0.8774965,0.8774965,Eyewear,0.85495234,0.85495234,Audio equipment,0.75034815,0.75034815,Art,0.72742605,0.72742605,Eyelash,0.70090324,0.70090324,Font,0.68687105,0.68687105,Fashion accessory,0.6190993,0.6190993,Personal protective equipment,0.614452,0.614452,Table,0.5852723,0.5852723
greeting-card-4x6-front-65b7612cbead6.jpg,Sleeve,0.87245035,0.87245035,Rectangle,0.84439343,0.84439343,Art,0.8421468,0.8421468,Military camouflage,0.8392391,0.8392391,Painting,0.76812303,0.76812303,Big cats,0.7545553,0.7545553,Font,0.74963105,0.74963105,Felidae,0.7282817,0.7282817,Pattern,0.7142553,0.7142553,Stairs,0.6966202,0.6966202
premium-luster-photo-paper-poster-_in_-10x10-transparent-657caf7f98539.jpg,Cloud,0.926541,0.926541,Sky,0.880561,0.880561,Adaptation,0.7927812,0.7927812,Sunglasses,0.78937864,0.78937864,Goggles,0.787024,0.787024,Landscape,0.7440234,0.7440234,Natural foods,0.74284416,0.74284416,Eyewear,0.72939277,0.72939277,Plant,0.7224444,0.7224444,Art,0.62895983,0.62895983
all-over-print-case-for-airpods-white-airpods-gen1-left-front-66182f2ca7829.jpg,Silver,0.81332934,0.81332934,Font,0.766685,0.766685,Jewellery,0.72291285,0.72291285,Nickel,0.69080573,0.69080573,Metal,0.67968506,0.67968506,Circle,0.67818576,0.67818576,Fashion accessory,0.6745408,0.6745408,Platinum,0.64507866,0.64507866,Body jewelry,0.6437791,0.6437791,Art,0.6427766,0.6427766
premium-luster-photo-paper-poster-_in_-12x12-transparent-657caf7f9a973.jpg,Plant,0.90485936,0.90485936,Grass,0.7636563,0.7636563,Landscape,0.759312,0.759312,Grassland,0.7251353,0.7251353,Art,0.7055042,0.7055042,Rock,0.59517145,0.59517145,Display device,0.5832232,0.5832232,Visual arts,0.56162167,0.56162167,Sky,0.5577533,0.5577533,Animation,0.51978916,0.51978916
premium-luster-photo-paper-poster-_in_-10x10-transparent-657b22c476e05.jpg,Atmosphere,0.9481808,0.9481808,Light,0.9109494,0.9109494,Nature,0.8993276,0.8993276,Sky,0.8649529,0.8649529,Tree,0.8394758,0.8394758,Atmospheric phenomenon,0.824363,0.824363,Natural landscape,0.81182444,0.81182444,Tower,0.78922194,0.78922194,Art,0.7868035,0.7868035,Gas,0.77980536,0.77980536
all-over-print-case-for-airpods-white-airpods-pro-gen2-front-661829f8dfc1f.jpg,Face,0.982612,0.982612,Flower,0.9747024,0.9747024,Plant,0.94955933,0.94955933,Eye,0.9352817,0.9352817,Eyelash,0.8828699,0.8828699,Petal,0.8571542,0.8571542,Headgear,0.83328396,0.83328396,Headpiece,0.7689869,0.7689869,Jewellery,0.72318155,0.72318155,Cap,0.7115272,0.7115272
yoga-mat-white-front-66393fb22ab83.jpg,Smile,0.965754,0.965754,Arm,0.9432704,0.9432704,Sleeve,0.8724505,0.8724505,Waist,0.87046206,0.87046206,Knee,0.8573369,0.8573369,Thigh,0.85595584,0.85595584,Gesture,0.85260487,0.85260487,Elbow,0.7885692,0.7885692,Fashion design,0.774768,0.774768,Human leg,0.7450329,0.7450329
all-over-print-case-for-airpods-white-airpods-gen1-left-back-661829f8e0b1f.jpg,Face,0.9828152,0.9828152,Eye,0.93793327,0.93793327,Helmet,0.9330119,0.9330119,Cap,0.91920716,0.91920716,Sports gear,0.8984534,0.8984534,Sleeve,0.8559349,0.8559349,Headgear,0.84468365,0.84468365,Equestrian helmet,0.78849244,0.78849244,Eyewear,0.78747684,0.78747684,Personal protective equipment,0.76707095,0.76707095
all-over-print-duffle-bag-white-front-65a823e4bee41.jpg,Luggage and bags,0.86950594,0.86950594,Bag,0.8194575,0.8194575,Automotive design,0.79957837,0.79957837,Font,0.7273672,0.7273672,Fashion accessory,0.63033223,0.63033223,Metal,0.62801117,0.62801117,Event,0.6259606,0.6259606,Rectangle,0.5861824,0.5861824,Travel,0.5745281,0.5745281,Auto part,0.5623187,0.5623187
all-over-print-large-tote-bag-w-pocket-red-front-663bd4fde6085.jpg,Bat,0.92505914,0.92505914,Bag,0.8717557,0.8717557,Luggage and bags,0.8010964,0.8010964,Art,0.78144974,0.78144974,Font,0.7625766,0.7625766,Snout,0.73474,0.73474,Fashion accessory,0.6746544,0.6746544,Illustration,0.65317154,0.65317154,Whiskers,0.6434456,0.6434456,Drawing,0.61131805,0.61131805
enhanced-matte-paper-poster-_in_-18x18-transparent-65721bd392ee3.jpg,Petal,0.89104265,0.89104265,Flower,0.84076273,0.84076273,Rectangle,0.8334936,0.8334936,Art,0.8239468,0.8239468,Creative arts,0.81846374,0.81846374,Jewellery,0.72719276,0.72719276,Font,0.71376336,0.71376336,Peach,0.7091234,0.7091234,Insect,0.69567806,0.69567806,Ornament,0.6917965,0.6917965
white-ceramic-mug-with-color-inside-red-11-oz-left-66411bb510be1.jpg,Tableware,0.9659868,0.9659868,Plant,0.9527549,0.9527549,Coffee cup,0.9481102,0.9481102,Drinkware,0.9345545,0.9345545,Dishware,0.9340342,0.9340342,Cup,0.9063128,0.9063128,Serveware,0.8613207,0.8613207,Porcelain,0.83602065,0.83602065,Teacup,0.8347779,0.8347779,Font,0.81827295,0.81827295
all-over-print-large-tote-bag-w-pocket-yellow-inside-pocket-663be46c26fc3.jpg,Rectangle,0.8617944,0.8617944,Font,0.8147765,0.8147765,Material property,0.8016633,0.8016633,Electric blue,0.7445065,0.7445065,Paper,0.68112683,0.68112683,Fashion accessory,0.6674091,0.6674091,Logo,0.65581656,0.65581656,Brand,0.64523715,0.64523715,Bag,0.64397377,0.64397377,Label,0.63886416,0.63886416
premium-luster-photo-paper-poster-_in_-16x16-transparent-6584001685112.jpg,Bicycle,0.9715939,0.9715939,Wheel,0.9700578,0.9700578,Tire,0.96814704,0.96814704,Bicycle wheel,0.93809634,0.93809634,Bicycles--Equipment and supplies,0.9097493,0.9097493,Vehicle,0.9057483,0.9057483,Bicycle frame,0.8786708,0.8786708,Bicycle tire,0.8781947,0.8781947,Motor vehicle,0.862017,0.862017,Style,0.83751094,0.83751094
premium-luster-photo-paper-poster-_in_-10x10-transparent-6584050d22e81.jpg,Cloud,0.9735422,0.9735422,Sky,0.944089,0.944089,Sleeve,0.87031937,0.87031937,Art,0.80901694,0.80901694,Cartoon,0.8066182,0.8066182,Happy,0.7843221,0.7843221,Painting,0.78251094,0.78251094,Illustration,0.6985746,0.6985746,Fictional character,0.6791475,0.6791475,Animated cartoon,0.6563669,0.6563669
premium-luster-photo-paper-poster-_in_-10x10-transparent-6585e51a13456.jpg,Sleeve,0.872331,0.872331,Art,0.7780537,0.7780537,Fashion design,0.74991757,0.74991757,Headpiece,0.71814954,0.71814954,Jewellery,0.71312445,0.71312445,Costume design,0.7112176,0.7112176,Fashion accessory,0.67353106,0.67353106,Visual arts,0.65691423,0.65691423,Stock photography,0.6441999,0.6441999,Flash photography,0.64307266,0.64307266
black-glossy-mug-black-15-oz-handle-on-left-6641163e2ec92.jpg,Tableware,0.95891297,0.95891297,Drinkware,0.95307046,0.95307046,Plant,0.9389111,0.9389111,Cup,0.9141499,0.9141499,Serveware,0.8778757,0.8778757,Dishware,0.8522274,0.8522274,Coffee cup,0.8443811,0.8443811,Flower,0.8295496,0.8295496,Pollinator,0.82793725,0.82793725,Font,0.7753162,0.7753162
all-over-print-case-for-airpods-white-airpods-pro-gen1-left-back-661829f8e138c.jpg,Eye,0.9354939,0.9354939,Helmet,0.93191725,0.93191725,Cap,0.88860255,0.88860255,Personal protective equipment,0.7369236,0.7369236,Font,0.7181854,0.7181854,Sports equipment,0.7092114,0.7092114,Art,0.6852625,0.6852625,Fashion accessory,0.67496246,0.67496246,Gadget,0.6631799,0.6631799,Equestrian helmet,0.6617978,0.6617978
premium-luster-photo-paper-poster-_in_-10x10-transparent-65833c4af198f.jpg,Flower,0.94107,0.94107,Plant,0.91224825,0.91224825,Sleeve,0.87075615,0.87075615,Cloud,0.84921366,0.84921366,Hat,0.79997444,0.79997444,Grass,0.76406837,0.76406837,Art,0.76390254,0.76390254,Vintage clothing,0.74760556,0.74760556,People in nature,0.74453443,0.74453443,Fashion design,0.707163,0.707163
premium-luster-photo-paper-poster-_in_-16x16-transparent-657a8b93102bf.jpg,Military camouflage,0.9036455,0.9036455,Military person,0.8378898,0.8378898,Art,0.8311826,0.8311826,Soldier,0.78955936,0.78955936,Camouflage,0.75601983,0.75601983,Marines,0.74828804,0.74828804,Helmet,0.72907853,0.72907853,Military uniform,0.70898783,0.70898783,Military organization,0.6892973,0.6892973,Infantry,0.68075585,0.68075585
greeting-card-4x6-front-65b01ae1e8f36.jpg,Bird,0.9761766,0.9761766,Rectangle,0.8561052,0.8561052,Creative arts,0.83812094,0.83812094,Beak,0.8378379,0.8378379,Art,0.77984524,0.77984524,Font,0.72766984,0.72766984,Circle,0.70374805,0.70374805,Painting,0.69479245,0.69479245,Feather,0.6730511,0.6730511,Pattern,0.64549303,0.64549303
premium-luster-photo-paper-poster-_in_-16x16-transparent-658ac6c998128.jpg,Plant,0.891505,0.891505,Flower,0.8730767,0.8730767,Art,0.830363,0.830363,Petal,0.8064615,0.8064615,Creative arts,0.776795,0.776795,Rose,0.7205147,0.7205147,Painting,0.7110514,0.7110514,Event,0.6901678,0.6901678,Visual arts,0.669812,0.669812,Graphics,0.63515157,0.63515157
premium-luster-photo-paper-poster-_in_-12x12-transparent-65832a52d6613.jpg,Flower,0.965763,0.965763,Plant,0.93562216,0.93562216,Art,0.775732,0.775732,Font,0.70711124,0.70711124,Visual arts,0.6598338,0.6598338,Illustration,0.6414951,0.6414951,Metal,0.63932985,0.63932985,Grass,0.57422185,0.57422185,Petal,0.5430024,0.5430024,Audio equipment,0.5393517,0.5393517
all-over-print-large-tote-bag-w-pocket-red-front-663bd47eec878.jpg,Bird,0.9667431,0.9667431,Water,0.95733863,0.95733863,Beak,0.89675844,0.89675844,Waterfowl,0.835636,0.835636,"Ducks, geese and swans",0.81315887,0.81315887,Rectangle,0.8035959,0.8035959,Seabird,0.74045086,0.74045086,Flightless bird,0.7279839,0.7279839,Water bird,0.69288224,0.69288224,Art,0.6927724,0.6927724
premium-luster-photo-paper-poster-_in_-16x16-transparent-65832f59a7396.jpg,Plant,0.9359107,0.9359107,Flower,0.9228819,0.9228819,Art,0.8119045,0.8119045,Creative arts,0.7690863,0.7690863,Painting,0.7576497,0.7576497,Twig,0.7422843,0.7422843,Petal,0.7414006,0.7414006,Visual arts,0.6879727,0.6879727,Wood,0.687526,0.687526,Font,0.664531,0.664531
enhanced-matte-paper-poster-_in_-12x12-transparent-65721bd38f98d.jpg,Insect,0.9212078,0.9212078,Rectangle,0.88756543,0.88756543,Pollinator,0.8838924,0.8838924,Petal,0.84977615,0.84977615,Arthropod,0.8491883,0.8491883,Art,0.8156201,0.8156201,Moths and butterflies,0.79008764,0.79008764,Natural material,0.7691938,0.7691938,Symmetry,0.75457036,0.75457036,Plant,0.74874425,0.74874425
black-glossy-mug-black-15-oz-handle-on-left-66411f4b2d41b.jpg,Tableware,0.96844125,0.96844125,Drinkware,0.9500716,0.9500716,Plant,0.94138706,0.94138706,Dishware,0.92405903,0.92405903,Flower,0.90914446,0.90914446,Cup,0.9017383,0.9017383,Serveware,0.8707827,0.8707827,Material property,0.80044043,0.80044043,Liquid,0.7776895,0.7776895,Font,0.7662233,0.7662233
premium-luster-photo-paper-poster-_in_-16x16-transparent-65e1d2f60c11f.jpg,Plant,0.95594287,0.95594287,Flower,0.9342706,0.9342706,Textile,0.8751311,0.8751311,Sleeve,0.87244993,0.87244993,Petal,0.86676383,0.86676383,Pattern,0.75450814,0.75450814,Tree,0.7027303,0.7027303,Floral design,0.698386,0.698386,Visual arts,0.683695,0.683695,Art,0.680021,0.680021
all-over-print-case-for-airpods-white-airpods-gen2-left-back-66182f2ca7d64.jpg,Font,0.8004639,0.8004639,Silver,0.7827704,0.7827704,Jewellery,0.72662693,0.72662693,Gas,0.71443164,0.71443164,Nickel,0.70705116,0.70705116,Body jewelry,0.6910952,0.6910952,Rectangle,0.6803337,0.6803337,Fashion accessory,0.67279226,0.67279226,Metal,0.6600338,0.6600338,Titanium,0.6332533,0.6332533
all-over-print-case-for-airpods-white-airpods-gen1-left-front-661829f8e09e0.jpg,Eye,0.938718,0.938718,Cap,0.8398129,0.8398129,Headgear,0.8107081,0.8107081,Sports gear,0.7912057,0.7912057,Eyewear,0.777038,0.777038,Headpiece,0.7748588,0.7748588,Personal protective equipment,0.7485776,0.7485776,Jewellery,0.7303102,0.7303102,Eyelash,0.6977487,0.6977487,Body jewelry,0.69585615,0.69585615
